,A,B,C
4135,LOC,state, What state is the Filenes store located in ?
4136,DESC,manner, How does a bill become law ?
4137,NUM,money, What is the starting salary of a radiographer ?
4138,DESC,def, What is a disaccharide ?
4139,DESC,reason, Colin Powell is most famous for what ?
4140,ENTY,sport, What star-faring race brought about the Inhumans on Marvel 's Earth ?
4141,DESC,manner, How do you buy stocks ?
4142,DESC,def, What does appropriates money mean ?
4143,HUM,ind, What is the name of Dolly Parton 's rarely seen husband ?
4144,LOC,other, Where is the official `` zero '' of the sea level ?
4145,HUM,ind, Whose old London come-on was 
4146,DESC,manner, How did former WWF wrestler Rick Rude die ?
4147,HUM,ind, Who wrote the lyrics to Porgy and Bess ?
4148,DESC,def, What is a `` False Moon '' ?
4149,ENTY,other, What 1976 Deep Throat clone provides the leading lady with a second larynx ?
4150,ENTY,other, What line of luggage is named after a famous American flier ?
4151,ENTY,word, What is a word whose letters can be rearranged to form a different word ?
4152,NUM,ord, What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?
4153,NUM,count, How many American actors were nominated for the best actor Oscar for 1983 ?
4154,NUM,date," When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?"
4155,ENTY,animal," In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?"
4156,NUM,period, How long was the longest sneezing attack ?
4157,DESC,manner, How can I get rich quick ?
4158,DESC,manner, How is the word ` qigong ' pronounced ?
4159,ENTY,cremat, What program do I need to run a .tbk file ?
4160,LOC,other, What is the seafaring name for the southern tip of South America ?
4161,HUM,ind, What two New York Yankee pitchers swapped wives and families ?
4162,ENTY,dismed, What are the 10 plagues of Egypt ?
4163,DESC,desc," What is the history of Hot Wheels cars , and how are they produced ?"
4164,ENTY,termeq, What is the rounded part on the top of a matchbook called ?
4165,NUM,date, When did Nixon visit China ?
4166,NUM,date, What 's the third month of the Gregorian calendar ?
4167,LOC,country, What country owns Corsica ?
4168,NUM,count, How many queen bees reign in a hive ?
4169,ENTY,sport," What sport features slotbacks , tailbacks , and touchbacks ?"
4170,ENTY,food, What meat complemented sweet potatoes and peas in the first TV dinner ?
4171,ABBR,exp, What is RAM in the computer ?
4172,DESC,def, What is a `` repeating voter '' ?
4173,DESC,def, What are dingoes ?
4174,LOC,other, Where can I find a world atlas map online at no charge ?
4175,ENTY,cremat, What Leoncavallo opera features a prologue by a clown ?
4176,DESC,manner, How can I get someone 's email address ?
4177,NUM,ord, What chapter of the Bible has the most verses ?
4178,LOC,other, What ocean did the Titanic sink in ?
4179,DESC,manner, How did P.T. Barnum bill the diminutive Charles S. Stratton ?
4180,NUM,date, In what year was the Wall built ?
4181,HUM,ind, Name one of King Henry VIII 's wives .
4182,LOC,state, What southwestern state is dubbed The Silver State ?
4183,DESC,def, What are pomegranates ?
4184,DESC,reason, Why do pharmacists work on raised floors ?
4185,HUM,title, What does Robin Williams do ?
4186,LOC,country, What country did the Allies invade in World War II 's Operation Avalanche ?
4187,LOC,other, What famed river was Hernando de Soto the first European to see ?
4188,ENTY,sport, What chess outcome results when a player has no legal move ?
4189,DESC,manner, How do they find an epicenter ?
4190,NUM,date, When was Christ born ?
4191,LOC,other, Where do quality drinks begin ?
4192,ENTY,color," In order from the top , the four stripes on a can of Pepsi are what colors ?"
4193,ENTY,substance, What kind of substance is dextropropoxyphen napsylate ?
4194,HUM,ind, Who is the French literary charcter who is chiefly famous for his enormous nose ?
4195,ENTY,other, What were first used by John L. Sullivan and James J. Corbett in 1892 ?
4196,LOC,country," What country surrounds San Marino , the world 's smallest Republic ?"
4197,HUM,ind, Who killed Martin Luther King ?
4198,HUM,ind, Who owns the rights on a TV program ?
4199,DESC,reason, What did Cool Hand Luke go to jail for ?
4200,DESC,desc, What was the V-8 Juice slogan 
4201,ENTY,cremat, What was Mae West 's last film ?
4202,ENTY,letter, What letter does Gorbachev 's middle name start with ?
4203,HUM,ind, Who invented Astroturf ?
4204,DESC,reason, What makes you fat ?
4205,ENTY,animal, Name a flying mammal .
4206,NUM,date, What season does a hiemal activity normally take place in ?
4207,LOC,other, What direction do the best surfing beaches face ?
4208,NUM,dist, What is the world record for the longest hair ?
4209,ENTY,word, What English word contains the most letters ?
4210,DESC,manner, How do I know if I 'm jealous of someone ?
4211,HUM,ind, What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?
4212,DESC,manner, How does James Bond like his martinis ?
4213,LOC,other, What California bay 's largest island is Angel Island ?
4214,ENTY,veh, What was the name of the flight that Fawaz Younis hijacked ?
4215,HUM,ind, What former African leader held his country 's boxing title for nine years ?
4216,DESC,def, What is a wet dream ?
4217,LOC,other," What California bridge was Don Brown the first to cross , on May 27 , 1937 ?"
4218,HUM,gr," What camera company said , `` If you haven 't got the time , we 've got the camera ? ''"
4219,DESC,desc, What happened to Pepsi Clear ?
4220,NUM,money, How much does one ton of cement cost ?
4221,DESC,def, What is a Mexican hairless ?
4222,HUM,ind, What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?
4223,LOC,other, Where is the oldest living thing on earth ?
4224,ENTY,other, What piece of jewelry is pictured on Monopoly 's Luxury Tax space ?
4225,HUM,ind," Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?"
4226,HUM,ind, What journalist can be found in and around Walden Puddle ?
4227,DESC,manner, How did Socrates die ?
4228,NUM,count, How many sides does an obelisk have ?
4229,ENTY,cremat, What was Edward Albee 's first full-length play ?
4230,ENTY,other, What was lost and regained by poet John Milton ?
4231,HUM,ind, What woman pitcher has struck out Ted Williams and Hank Aaron ?
4232,DESC,manner, How can scientists predict weather by observing clouds ?
4233,ENTY,cremat, What songs were popular in 1948 ?
4234,NUM,date, In what year was the cannon invented ?
4235,NUM,count, How many languages does the Pope speak ?
4236,LOC,other, What bay divides Maryland 's Eastern and Western Shores ?
4237,HUM,ind," What is the real name of the singer , Madonna ?"
4238,HUM,ind," What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''"
4239,ENTY,color, What color were Ernest Hemingway 's eyes ?
4240,DESC,desc, What is the origin of the expression `` four-letter word '' ?
4241,HUM,ind, Who was the first woman in space ?
4242,ENTY,animal, What is the only animal that can turn its stomach inside out ?
4243,HUM,gr, What professional sports league originated the college draft ?
4244,DESC,desc, What is the difference between a board of directors and an advisory board ?
4245,HUM,ind, Who discovered imaginary numbers ?
4246,HUM,ind, Who does the voices of the Simpsons ?
4247,NUM,count, How many feet high is the hurdle in front of a runner 's steeplechase water jump ?
4248,ENTY,religion, What religion has the most members ?
4249,NUM,count, How many calories are there in a glass of water ?
4250,HUM,ind," Who is the richest person in the world , without owning a business ?"
4251,ABBR,exp, What is SVHS ?
4252,NUM,other, What is the chemical reactivity of neon ?
4253,LOC,other, Where can I find info on Alexander Mackenzie ?
4254,DESC,desc, What is the cultural origin of the ceremony of potlatch ?
4255,LOC,city, What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?
4256,NUM,count, How many countries watch MTV Europe ?
4257,ABBR,exp, What is SAP ?
4258,ENTY,other, What layer of the atmosphere contains most of the ozone layer ?
4259,NUM,code, What is the airport code for Los Angeles International ?
4260,DESC,reason," What was the claim to fame of Explorer I , launched February 1 , 1958 ?"
4261,DESC,reason," In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?"
4262,ABBR,exp," What do the letters CE stand for on so many products , particularly electrical , purchased now ?"
4263,LOC,other, Where did the real St. Nicholas live ?
4264,HUM,gr," Who manufactures the software , `` PhotoShop '' ?"
4265,NUM,count, How many eyes does a bat have ?
4266,ENTY,termeq, How do you say 2 in Latin ?
4267,ENTY,sport, What was Dwight Eisenhower 's favorite card game ?
4268,ENTY,other," What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?"
4269,DESC,desc, What is the origin of the word nevermind ?
4270,HUM,ind, Who was the second man to walk on the moon ?
4271,DESC,def, What is power steering ?
4272,LOC,other, Where did Dikembe Mutombo go to college ?
4273,HUM,ind, What author was appointed U.S. ambassador to Spain in 1842 ?
4274,LOC,other, What body of water does the Yukon River empty into ?
4275,HUM,ind, Who is Westview High 's band director in Funky Winkerbean ?
4276,DESC,manner, How does a chick breathe inside an egg ?
4277,LOC,other, What is Mark McGwire 's e-mail address ?
4278,NUM,count, How many maids were milking ?
4279,LOC,city, The Kentucky Horse Park is located near what city ?
4280,ENTY,symbol, What is the celtic symbol for `` life '' ?
4281,ENTY,food, What kind of fruit is a Yellow Transparent ?
4282,ENTY,cremat, What song put James Taylor in the limelight ?
4283,ENTY,food," What drink is formed of tequila , orange juice and galliano ?"
4284,ENTY,cremat, Name four comic strips about pilots .
4285,NUM,date, What geological time do we live in ?
4286,DESC,manner, How do you dunk ?
4287,LOC,other, Where is the massive North Korean nuclear complex located ?
4288,DESC,manner, How do plants make food ?
4289,LOC,other, Where is Microsoft 's corporate headquarters located ?
4290,DESC,manner, How did the Hohenzollerns build their power around 17 ?
4291,NUM,date, When was China 's first nuclear test ?
4292,ENTY,animal, What is the name given to a group of geese ?
4293,DESC,reason," Why was Washington , DC originally called District of Columbia ?"
4294,DESC,manner, How do I find a snowboarding website ?
4295,HUM,ind, What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?
4296,NUM,money, How much can a person be fined for having a dog on a beach ?
4297,DESC,reason, Why do movie and TV stars get paid so much ?
4298,DESC,def, What is a turnkey contract ?
4299,DESC,desc, What are people doing to help prevent the extinction of birds ?
4300,DESC,reason, Why is the mile 528 feet ?
4301,LOC,other, What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?
4302,DESC,manner, How is carbon dioxide removed from natural gas ?
4303,HUM,desc, Who is Edmund Kemper ?
4304,HUM,ind," What was Mao , the Chinese leader 's , full name ?"
4305,NUM,date, When is Dick Clark 's birthday ?
4306,HUM,ind," Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?"
4307,HUM,gr, What radio station did Paul Harvey work for ?
4308,HUM,ind, What character narrates Treasure Island ?
4309,ABBR,abb, What is the correct way to abbreviate cc. at the bottom of a business letter ?
4310,HUM,ind, Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?
4311,NUM,code, What seven digits follow the area code in the number for long distance information ?
4312,HUM,ind, What Catch-22 character is elected mayor of half a dozen Italian cities ?
4313,HUM,ind," Whom does Uncle Duke 's girl friend , Honey , room with ?"
4314,HUM,ind," When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?"
4315,NUM,date, When was the bar-code invented ?
4316,ENTY,other, What has to be produced in a writ of habeas corpus ?
4317,HUM,gr, What team did Babe Ruth play his first major league game for ?
4318,ENTY,other, What class is categorized as the bourgeoisie ?
4319,HUM,ind, What relative of Leo Tolstoy translated War and Peace eight times ?
4320,DESC,manner, How does the Nintendo `` Zapper '' work ?
4321,NUM,count, How many cards is each player dealt in Contract Bridge ?
4322,HUM,ind, Who was the second person ever to wear Iron Man 's armor ?
4323,DESC,def, What is InterLata Internet service ?
4324,HUM,ind, Who is the director and editor of the movie Big starring Tom Hanks ?
4325,DESC,def, What is the `` fourth dimension '' ?
4326,LOC,other, What is the Homelite Inc. home page ?
4327,NUM,period, How old was Stevie Wonder when he signed with Motown Records ?
4328,DESC,def, What is `` alternative '' anymore ?
4329,DESC,reason, Why do they call a hamburger a hamburger when there is no ham ?
4330,HUM,ind, Who won two gold medals in skiing in the Olympic Games in Calgary ?
4331,NUM,date, What year was the Avery Dennison company founded ?
4332,NUM,ord, Where does the U.S. rank among world countries in area ?
4333,HUM,gr, What are the four railways in Monopoly ?
4334,LOC,other, What are the names of all the seas in the world and what ocean do they drain into ?
4335,ABBR,exp, What does BMW stand for ?
4336,LOC,mount, Name the highest mountain .
4337,DESC,def, What is a biologist ?
4338,DESC,desc, What revelation did Alexander Butterfield make to the Senate Watergate committee ?
4339,LOC,other, What island is home to statues called Mauis ?
4340,ENTY,dismed, What is a fear of black people ?
4341,ENTY,food, What 's the most extensively grown and eaten food ?
4342,ENTY,event, What was the worst hurricane ?
4343,DESC,manner, How can I get started in writing for television ?
4344,LOC,other, Where was Pythagoras born ?
4345,ENTY,cremat, What 1927 silent film received an international revival in 1981 ?
4346,NUM,money, What is the price for AAA 's liability auto insurance ?
4347,ABBR,exp, What is LMDS ?
4348,HUM,ind, Who are the top ten richest people in the world ?
4349,HUM,ind, Who is the leader of Brunei ?
4350,LOC,city, What is the capital of Italy ?
4351,ENTY,sport, What game does Garry Kasparov play ?
4352,DESC,manner, How do you get a pointsettia to turn red ?
4353,ENTY,other, What is kept in Fort Knox that is so valuable ?
4354,LOC,other, What is the greatest hiking Web site ?
4355,NUM,count," What is the population of Arcadia , Florida ?"
4356,ENTY,cremat, What Stephen King novel is set in a graveyard for pets ?
4357,HUM,ind, Who were the head writers for the Smothers Brothers Comedy Hour ?
4358,HUM,ind, Who portrayed Prewett in From Here to Eternity ?
4359,ENTY,cremat, What was the sequel to The Pink Panther ?
4360,NUM,count, How many people live in cities ?
4361,NUM,dist, How high must a mountain be to be called a mountain ?
4362,HUM,ind, What Scottish poet penned To a Mouse and To a Louse ?
4363,HUM,ind, What is the name of the inventor of silly putty ?
4364,LOC,other, What ocean surrounds the Madeira Islands ?
4365,HUM,ind, What famous communist leader died in Mexico City ?
4366,ENTY,other, What was John Steinbeck 's travelling companion Charley ?
4367,LOC,city, What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?
4368,NUM,count, How many mines can still be found in the Falklands after the war ended ?
4369,DESC,manner, How can I get in touch with Michael Moore of `` Roger & Me '' ?
4370,DESC,manner, How is ` qigong ' properly pronounced ?
4371,NUM,count, How many gallons of water go over Niagra Falls every second ?
4372,ENTY,other, What turns blue litmus paper red ?
4373,HUM,ind, Who was the first woman to run the mile in less than 4 36893 minutes ?
4374,NUM,count, How many copies of an album must be sold for it to be a gold album ?
4375,ENTY,food, What is `` the soft drink for adults '' ?
4376,ENTY,food, What is the only vegetable that starts with `` z '' ?
4377,ENTY,dismed, What is a fear of machinery ?
4378,HUM,ind, Who awarded The Flying Fickle Finger of Fate ?
4379,LOC,city," In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?"
4380,ENTY,sport, What hide-and-seek game is played around a tin can ?
4381,LOC,city, What is the largest city in Texas ?
4382,HUM,ind," What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?"
4383,ENTY,food, What drink is the best thirst-quencher ?
4384,LOC,other, Where can I get a map of Prussia on the Internet ?
4385,ENTY,event, What was the longest war in U.S. history ?
4386,DESC,def, What is a `` node '' in computer terms ?
4387,LOC,country, What are the five richest countries in the world ?
4388,LOC,other, Where is McCarren Airport ?
4389,HUM,ind, What are the top boy names in the U.S. ?
4390,NUM,count, How many tiles did the Space Shuttle Columbia lose on its second flight ?
4391,NUM,count, How many teaspoons make up a tablespoon ?
4392,HUM,ind, Who was the lyricist and who was the composer between Gilbert and Sullivan ?
4393,HUM,ind, Who was the lawyer for Randy Craft ?
4394,DESC,desc, What is the origin of the word Marijuana ?
4395,HUM,ind, Who was the 3rd president of the United States ?
4396,ENTY,body, What organ contains the islands of Langerhans ?
4397,HUM,ind, Name Dick Tracy 's two children .
4398,ENTY,dismed, What is a fear of points ?
4399,NUM,perc, What fraction of a beaver 's life is spent swimming ?
4400,DESC,manner, How can SQL queries be improved ?
4401,ENTY,food, What is the most radioactive food ?
4402,HUM,gr, What was the previous name for the Commonwealth ?
4403,NUM,money, How much will gas be taxed in California by the year 2000 ?
4404,HUM,ind, Who gave King Arthur the round table ?
4405,LOC,state, What state in the United States covers the largest area ?
4406,DESC,manner, How do you make a computer chip ?
4407,HUM,ind, Who became president of the U.S. in 1789 ?
4408,HUM,ind, Who wrote `` The Scarlet Letter '' ?
4409,HUM,ind, Who did Sara Jane Moore try to assassinate ?
4410,DESC,def, What is Linux ?
4411,NUM,count, How many dots make up the symbol for `` because '' ?
4412,HUM,title, What title did Shevardnadze have during the Soviet era ?
4413,ENTY,food, What did the pyramid-builders of Egypt mainly eat ?
4414,ENTY,word, What 's the international radio code word for the letter F ?
4415,ENTY,other, What are the 28 tenses in the English language ?
4416,HUM,ind, Which king signed the Magna Carta ?
4417,ENTY,cremat, What software offers inventors use of CAD-like design ?
4418,DESC,def, What is agent orange ?
4419,HUM,ind, Name the child left on a doorstep at the beginning of Gasoline Alley .
4420,NUM,count, How many zip codes are there in the U.S. ?
4421,ENTY,animal," In Beetle Bailey , can you name Sarge 's dog ?"
4422,DESC,reason, Why shouldn 't you remove a bee stinger with tweezers ?
4423,HUM,gr, Which college did Dikembe Mutombo play basketball for ?
4424,DESC,reason, Why did Europeans first come to Australia and Oceania ?
4425,DESC,desc, What did the Confederate Constitution say about slavery ?
4426,NUM,period, How long does it take the Milky Way Galaxy to make one revolution ?
4427,NUM,count, How many people own pets ?
4428,LOC,other, What web sites are linked to the Report on Genesis Eldercare ?
4429,ENTY,dismed, What is a fear of lice ?
4430,NUM,period, How long does it take different materials to decompose ?
4431,NUM,count, How many colors are there in a rainbow ?
4432,HUM,ind, What was Darth Vader 's son named ?
4433,DESC,reason, What problems contributed to the high failure rate of Plains farmers in the 1800s ?
4434,HUM,ind, What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?
4435,LOC,other, Where is McCarren Airport located ?
4436,DESC,manner, How effective are condoms in protecting against AIDS ?
4437,LOC,other," What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?"
4438,NUM,count, How many Marx Brothers were there ?
4439,NUM,dist, How tall is the Matterhorn ?
4440,LOC,country, What country is proud to claim Volcano National Park ?
4441,NUM,date, When was Babe Ruth born ?
4442,HUM,ind, Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?
4443,ENTY,cremat, What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?
4444,LOC,other, What direction do most baseball pitchers pitch toward ?
4445,NUM,count, How many Beanie Baby sites are there ?
4446,DESC,manner, How can I call a friend in another country when I do not know the telephone number ?
4447,ENTY,food, What is 55 times sweeter than cane sugar ?
4448,LOC,other, Where are diamonds mined ?
4449,DESC,manner, How do they get Teflon to stick to the pan ?
4450,NUM,money, How much money did the Marcos steal from their country ?
4451,HUM,ind, Who makes the `` cross-your-heart bra '' ?
4452,HUM,ind, Who is Archie Bunker 's son-in-law ?
4453,HUM,gr, What company produces Spumante ?
4454,DESC,desc, What is the origin of music ?
4455,ABBR,exp, What does `` B.Y.O.B. '' mean ?
4456,HUM,gr, What major airline has the best safety record in the world ?
4457,HUM,ind, What President became Chief Justice after his presidency ?
4458,NUM,count, How many innings constitute an official baseball game ?
4459,LOC,city, What city has a newspaper called The Plain Dealer ?
4460,LOC,state, What U.S. state boasts Leif Ericson Park ?
4461,NUM,count, How many flavors does Baskin & Robbins offer ?
4462,HUM,ind, Who was chief engineer of the Starship Enterprise ?
4463,DESC,manner, How does crosstalk relate to InSb thickness in infrared detectors ?
4464,HUM,ind, What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?
4465,ENTY,veh, Which type of submarine was bought recently by South Korea ?
4466,NUM,count, How much in miles is a ten K run ?
4467,NUM,date, When was Beethoven born ?
4468,HUM,ind, Who is the most sexy celebrity ?
4469,HUM,ind, What detective lives on Punchbowl Hill and has 11 children ?
4470,LOC,other, Where did the ukulele originate ?
4471,HUM,ind, Rotary engines used to be made by whom ?
4472,DESC,def, What does seccession mean ?
4473,HUM,ind, Who portrayed the title character in the film The Day of the Jackal ?
4474,LOC,other, What is the name of the gulf between Sweden and Finland ?
4475,HUM,ind, Who was the first X-Man to die in battle ?
4476,DESC,desc, What will the weather be today ?
4477,HUM,ind, Who is the President of Ghana ?
4478,ENTY,other, Which sex is denied voting rights in Kuwait ?
4479,LOC,country, What two countries is Andorra nestled between ?
4480,NUM,period, How long ago was the Roe vs. Wade decision by the Supreme Court ?
4481,HUM,gr, What terrorist group was headed by Donald DeFreeze ?
4482,LOC,mount, What are the four largest mountain ranges in the continental United States ?
4483,NUM,other, What is the size of the student body at the University of Massachusetts in Amherst ?
4484,DESC,manner, How can I determine the radius of an ellipse ?
4485,HUM,ind, Who starred in the movie The War of the Worlds ?
4486,NUM,count, How many different kinds of ice cream are there ?
4487,HUM,ind," What actor , who had greatest fame on TV , became the father of triplets ?"
4488,LOC,other, What is the Homelite Inc. home page ?
4489,DESC,def, What is the Golden Rule ?
4490,ENTY,cremat, What is a movie that Kevin Costner made about Sioux Indians ?
4491,ENTY,other, What were millions of kids wearing on their heads in 1955 ?
4492,DESC,manner, How does color affect a person psychologically ?
4493,NUM,code, What is Columbia Tristar 's phone number ?
4494,ENTY,animal, What type of animal is the easiest kept pet there is ?
4495,DESC,def, What is sound ?
4496,ENTY,animal," What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?"
4497,DESC,desc, What are the current immigration laws in US ?
4498,ENTY,word, What were the five opening words on Ben Casey ?
4499,DESC,reason, Why does it say on children 's cough syrup not to drive while using this medication ?
4500,ENTY,color, What hair color can I use to just cover a little gray ?
4501,LOC,other, Where was Tesla born ?
4502,HUM,title, What does Larry King do for a living ?
4503,HUM,ind, Who shot Lee Harvey Oswald ?
4504,NUM,date, When did Jaco Pastorius die ?
4505,ENTY,sport, What blood sport features a movement called a veronica ?
4506,ENTY,termeq, What was spawned the term `` MiG Alley '' ?
4507,LOC,other, What 's the most common street name in America ?
4508,DESC,desc, What is the difference between khaki and chino ?
4509,DESC,desc, What is the origin of infinity ?
4510,ENTY,substance, What alloy do copper and tin form ?
4511,ENTY,plant, What plants are found in an estuary ?
4512,DESC,desc, What are the side effects of mevacor ?
4513,LOC,other, What are the top 5 tallest buildings in the world ?
4514,DESC,reason, Colin Powell is best known for what achievement ?
4515,ENTY,product, What was the name of the computer in ` 2001 
4516,HUM,ind, Who portrayed Renaud in Casablanca ?
4517,LOC,country, What country has problems with hooligans ?
4518,LOC,other, What planet did Percival Lovell discover ?
4519,NUM,count, How often are brain cells replaced ?
4520,NUM,money, How much did Mercury spend on advertising in 1993 ?
4521,ENTY,veh, What kind of rocket launched the Surveyor spacecraft ?
4522,LOC,country, What country contains the westernmost point in South America ?
4523,ENTY,other, What did Abolitionists try to end ?
4524,NUM,count, What 's the American dollar equivalent for 8 pounds in the U.K. ?
4525,DESC,reason, Why should cigarette smoking be banned ?
4526,NUM,date, What year did Charles Dicken die ?
4527,ENTY,cremat, What D.H. Lawrence novel was originally titled Tenderness ?
4528,HUM,gr, What rock group raised a ruckus at the White House by singing American Woman ?
4529,ENTY,dismed, What is a fear of night or darkness ?
4530,DESC,desc, What is the origin of the rock band Led Zeppelin 's name ?
4531,DESC,manner, How was Lawrence
4532,DESC,manner, How do I know if I am pregnant ?
4533,NUM,date, When did the last Americans leave Vietnam ?
4534,HUM,ind, What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?
4535,HUM,gr," What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?"
4536,HUM,desc, Who was Confucius ?
4537,ENTY,food, What snack food has ridges ?
4538,ENTY,sport, What 's the most popular four-player game of all time ?
4539,DESC,def, What 's the meaning of the name Tatiana ?
4540,NUM,count, How many people died when the Estonia sank in 1994 ?
4541,LOC,city, What Southern California town is named after a character made famous by Edgar Rice Burroughs ?
4542,NUM,count, How many colors are there in a rainbow ?
4543,LOC,other, What is the habitat of the chickadee ?
4544,ENTY,dismed, What drug is often used to treat AIDS patients ?
4545,ENTY,other, Which of the five senses develops first ?
4546,DESC,desc, Where did the name root beer come from ?
4547,LOC,city, What city 's the kickoff point for climbs of Mount Everest ?
4548,NUM,money, What is the average salary of a paleontologist ?
4549,LOC,other, Where is the largest post office building in the world ?
4550,HUM,ind, Who is currently the most popular singer in the world ?
4551,ENTY,animal, Who was the first animal into space ?
4552,ENTY,techmeth, What is the correct way to mount a roll of toilet paper ?
4553,ENTY,cremat, What Jules Verne novel features scientists held captive in the submarine Nautilus ?
4554,DESC,reason, Why is Rush 's 2112 called 2112 ?
4555,DESC,desc, What 's the state motto of California ?
4556,DESC,reason, What function does homeostasis have on the existence of an organism ?
4557,HUM,gr," What company started out making pies , and wound up manufacturing plastic throwing toys ?"
4558,ABBR,exp, What does the acronym CPR mean ?
4559,ENTY,termeq, The Jewish alphabet is called what ?
4560,DESC,def, What are the Baltic States ?
4561,NUM,count, How many endangered species are there in the world ?
4562,LOC,city, Which large U.S. city had the highest murder rate for 1988 ?
4563,HUM,ind," Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?"
4564,HUM,ind, Who invented basketball ?
4565,DESC,manner, How has TV affected our society ?
4566,NUM,date, When was the last major eruption of Mount St. Helens ?
4567,HUM,gr, What was the name of Humphrey Bogart 's club in Casablanca ?
4568,HUM,gr, What U.S. Government agency registers trademarks ?
4569,DESC,def, What is osmosis ?
4570,ENTY,other, What format was the major competition of VHS ?
4571,HUM,ind, What hockey player did Ronald Reagan joke he would swap Texas for ?
4572,ENTY,dismed, What is the world 's deadliest infectious disease ?
4573,ENTY,dismed, Which infectious disease is the world 's deadliest ?
4574,HUM,ind," What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?"
4575,NUM,money, How much did the first Barbie doll sell for in 1959 ?
4576,LOC,country, What country was General Douglas McArthur in when he was recalled by President Truman ?
4577,HUM,gr, What are the five most popular Usenet groups ?
4578,DESC,desc, What are the seven deadly sins ?
4579,NUM,other," What is the latitude and longitude of El Paso , Texas ?"
4580,DESC,def, What does the name Melissa mean ?
4581,DESC,desc, What is the nature of snow and how is the formation of snow different from that of ice ?
4582,NUM,count, How many head injuries are there in recreational ice skating each year ?
4583,NUM,count, A normal human pregnancy lasts how many months ?
4584,ENTY,sport, What kind of sports team is the Buffalo Sabres ?
4585,ENTY,other, What impenetrable system of French fortifications was built along the German frontier before World War II ?
4586,ENTY,sport, What are new computer games for Windows 95 or 98 ?
4587,HUM,ind, Who domesticated the wild turkey ?
4588,DESC,manner, How can I get someone 's phone number if I only have their screen name ?
4589,ENTY,sport, What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?
4590,LOC,country, What country does Ileana Cotrubas come from ?
4591,DESC,desc, What 's the motto of the Boy Scouts ?
4592,LOC,country, What two European countries are joined by the Gran San Bernardo Pass ?
4593,ENTY,cremat, What movie did Steven Spielberg direct in 1975 ?
4594,ENTY,animal, What kind of creatures are the Canary Islands named for ?
4595,HUM,ind, What was the name of the US helicopter pilot shot down over North Korea ?
4596,DESC,def, What 's a male `` cuckquean '' ?
4597,DESC,reason," What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?"
4598,HUM,ind," Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' ."
4599,ABBR,exp, What does RCA stand for ?
4600,DESC,reason, Why are ice cream sundaes called sundaes ?
4601,ENTY,word, What 's the singular of dice ?
4602,HUM,ind, Who is Olive Oyl 's brother ?
4603,ENTY,dismed," What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?"
4604,ENTY,cremat, What was the first video ever made ?
4605,ENTY,food, What 's the favorite food of dragonflies ?
4606,HUM,ind, What king boycotted Prince Charles 's wedding ?
4607,HUM,title, What does Nicholas Cage do for a living ?
4608,HUM,ind, What was the nickname of model Leslie Hornby ?
4609,LOC,other, Where is the Taj Mahal ?
4610,DESC,desc, What 's distinctive about a palmiped 's feet ?
4611,LOC,other, In 139 the papal court was forced to move from Rome to where ?
4612,NUM,date, What is the first day of the week ?
4613,DESC,def, What is goulash ?
4614,LOC,city, What capital is built around Monument Circle which contains soldiers and sailors monument ?
4615,ENTY,other, Name the men 's cologne that is associated with the sea .
4616,DESC,manner, How does a parachute work ?
4617,ENTY,cremat, What is the first book of the Old Testament ?
4618,NUM,count, How many of them are in sub-Saharan Africa ?
