,A,B,C
4732,HUM,ind,"[who, wrote, the, godfather, ?]"
4733,DESC,desc,"[what, is, the, origin, of, the, term, soda, jerk, ?]"
4734,NUM,other,"[what, is, the, frequency, of, vhf, ?]"
4735,ENTY,sport,"[what, sport, does, chris, jogis, play, ?]"
4736,LOC,other,"[what, island, was, the, target, of, the, u.s., 's, operation, urgent, fury, ?]"
4737,ENTY,dismed,"[what, is, a, fear, of, robbers, ?]"
4738,ENTY,cremat,"[what, nevil, shute, novel, is, about, the, doomed, survivors, of, a, nuclear, war, ?]"
4739,DESC,reason,"[what, is, the, cause, of, endangered, species, ?]"
4740,HUM,ind,"[which, of, the, following, tv, newsmen, was, a, rhodes, scholar, ?]"
4741,ENTY,other,"[what, did, warlock, wear, on, his, forehead, in, marvel, comics, ?]"
4742,ENTY,body,"[what, is, the, softest, part, of, the, body, ?]"
4743,HUM,ind,"[what, six-foot, temperance, advocate, wielded, her, hatchet, on, saloons, ?]"
4744,NUM,count,"[how, many, islands, does, fiji, have, ?]"
4745,ENTY,other,"[what, line, divided, the, north, and, south, in, the, u.s., civil, war, ?]"
4746,DESC,def,"[what, is, the, definition, of, cecum, ?]"
4747,HUM,ind,"[who, invented, volleyball, ?]"
4748,LOC,country,"[what, 's, the, most, powerful, country, in, the, world, ?]"
4749,DESC,manner,"[how, do, i, do, this, ?]"
4750,HUM,gr,"[name, a, ballet, company, mikhail, baryshnikov, has, danced, for, ?]"
4751,HUM,ind,"[who, led, the, normans, to, victory, in, the, battle, of, hastings, ?]"
4752,DESC,desc,"[what, is, the, origin, of, the, word, ``, teddy, bear, '', ?]"
4753,NUM,perc,"[what, percentage, of, the, world, 's, plant, and, animal, species, can, be, found, in, the, amazon, forests, ?]"
4754,HUM,ind,"[what, 's, the, name, of, the, star, of, the, cooking, show, ,, ``, galloping, gourmet, '', ?]"
4755,HUM,ind,"[who, invented, the, horoscope, ?]"
4756,ENTY,food,"[what, nutrients, are, for, healthy, bones, and, teeth, ?]"
4757,DESC,def,"[what, are, fortune, 500, companies, ?]"
4758,DESC,desc,"[what, is, the, difference, between, ninjitsu, and, kung, fu, ?]"
4759,HUM,ind,"[what, king, was, forced, to, agree, to, the, magna, carta, ?]"
4760,NUM,count,"[how, many, electoral, college, votes, does, colorado, have, ?]"
4761,HUM,ind,"[what, were, babe, ruth, 's, christian, names, ?]"
4762,NUM,count,"[how, many, bottles, of, wine, were, prisoners, in, the, bastille, allowed, per, day, ?]"
4763,LOC,other,"[where, do, lobsters, like, to, live, ?]"
4764,HUM,ind,"[who, was, the, first, elected, mayor, of, washington, ,, d.c., ?]"
4765,ENTY,other,"[what, are, the, wolverine, habits, ?]"
4766,DESC,manner,"[how, do, you, fix, squeaky, floors, ?]"
4767,NUM,date,"[when, was, the, big, thompson, flood, ?]"
4768,DESC,desc,"[what, good, are, mosquitoes, ?]"
4769,DESC,manner,"[how, do, you, get, bubblegum, out, of, carpet, ?]"
4770,ENTY,sport,"[what, 's, played, at, wembley, stadium, ,, london, ,, every, may, ?]"
4771,HUM,ind,"[who, wrote, the, sci-fi, trilogy, foundation, ,, foundation, and, empire, ,, and, second, foundation, ?]"
4772,NUM,count,"[how, many, hours, of, work, does, it, take, a, typist, to, complete, a, 100-page, screenplay, ?]"
4773,HUM,ind,"[what, is, alice, cooper, 's, real, name, ?]"
4774,DESC,def,"[what, is, the, peloponnesian, league, ?]"
4775,LOC,city,"[what, two, cities, usually, mark, the, extremes, of, english, channel, swims, ?]"
4776,NUM,count,"[how, many, times, does, the, tide, ebb, and, flow, each, day, ?]"
4777,HUM,ind,"[who, invented, television, ?]"
4778,DESC,def,"[what, are, tannins, ?]"
4779,DESC,manner,"[how, does, general, mills, manufacture, cheerios, ?]"
4780,ENTY,cremat,"[what, was, jimmy, durante, 's, theme, song, ?]"
4781,HUM,ind,"[name, the, person, who, burst, through, the, screen, in, the, lite, beer, commercials, .]"
4782,ENTY,food,"[what, delicacy, is, known, indelicately, as, pickled, roe, ?]"
4783,ENTY,food,"[what, after-dinner, treat, was, invented, in, 1916, at, the, george, jung, noodle, factory, in, los, angeles, ?]"
4784,HUM,ind,"[what, u.s., vice-president, killed, alexander, hamilton, in, a, duel, ?]"
4785,NUM,temp,"[what, 's, the, fahrenheit, equivalent, of, zero, degrees, centigrade, ?]"
4786,NUM,count,"[how, many, muscles, does, an, oyster, have, ?]"
4787,ENTY,sport,"[what, card, game, derived, its, name, from, biritch, ,, or, russian, whist, ?]"
4788,HUM,ind,"[who, wrote, ``, much, ado, about, nothing, '', ?]"
4789,ENTY,word,"[what, is, the, collective, noun, for, geese, ?]"
4790,DESC,desc,"[what, personality, traits, are, capricorns, said, to, have, ?]"
4791,LOC,other,"[where, can, i, get, information, concerning, child, custody, files, for, the, state, of, utah, ?]"
4792,ENTY,cremat,"[what, was, john, f., kennedy, 's, 1960, campaign, song, ?]"
4793,HUM,ind,"[what, louisiana, senator, won, a, seat, that, had, been, held, by, his, father, and, mother, ?]"
4794,ENTY,cremat,"[what, hymn, did, john, steinbeck, get, his, title, the, grapes, of, wrath, from, ?]"
4795,ENTY,techmeth,"[what, invention, does, the, principle, of, conservation, of, energy, make, impossible, ?]"
4796,ENTY,other,"[what, 's, the, highest-ranking, suit, in, bridge, ?]"
4797,HUM,ind,"[who, won, oscars, for, her, roles, in, gone, with, the, wind, and, a, streetcar, named, desire, ?]"
4798,HUM,ind,"[what, writer, is, famous, for, physically, putting, himself, into, the, center, of, his, subject, matter, ?]"
4799,HUM,ind,"[who, 's, the, lead, singer, of, the, led, zeppelin, band, ?]"
4800,HUM,ind,"[in, dana, 's, ``, two, years, before, the, mast, ,, '', what, seafarers, lived, in, an, abandoned, oven, on, the, beach, at, san, diego, ?]"
4801,HUM,ind,"[who, plays, the, cop, in, the, movie, ``, kindergarten, cop, '', ?]"
4802,NUM,count,"[how, many, characters, makes, up, a, word, for, typing, test, purposes, ?]"
4803,ENTY,sport,"[what, non-mechanical, sport, achieves, the, highest, speeds, ?]"
4804,NUM,money,"[what, was, the, 1940, annual, salary, for, a, boilermaker, ?]"
4805,HUM,ind,"[who, created, billy, pilgrim, ,, a, survivor, of, the, dresden, firestorm, ?]"
4806,ENTY,sport,"[what, indoor, sport, saw, the, phoenix, inferno, become, the, phoenix, pride, on, july, 14, ,, 1983, ,, when, the, temperature, hit, 111, degrees, ?]"
4807,LOC,country,"[what, country, saw, the, origin, of, the, asian, flu, ?]"
4808,HUM,ind,"[who, is, the, richest, woman, in, the, world, ?]"
4809,LOC,other,"[where, can, i, take, a, test, that, will, tell, me, what, i, should, be, when, i, grow, up, ?]"
4810,DESC,reason,"[what, caused, the, death, of, bob, marley, ?]"
4811,HUM,title,"[what, 's, mrs., bridges, 's, job, on, tv, 's, upstairs, ,, downstairs, ?]"
4812,ENTY,cremat,"[what, daily, newspaper, will, ``, help, you, see, clearer, across, the, usa, '', ?]"
4813,LOC,other,"[what, lake, in, scotland, is, said, to, hold, one, or, more, monsters, ?]"
4814,HUM,ind,"[who, were, the, 1974, oscar, winners, ?]"
4815,HUM,gr,"[what, kind, of, business, is, 7-eleven, ?]"
4816,DESC,def,"[what, is, sinn, fein, ?]"
4817,ENTY,dismed,"[what, is, the, name, of, the, rare, neurological, disease, with, symptoms, such, as]"
4818,ENTY,food,"[what, do, river, otters, eat, ?]"
4819,HUM,ind,"[who, wrote, the, book, ,, ``, huckleberry, finn, '', ?]"
4820,HUM,ind,"[who, would, you, use, the, heimlich, maneuver, on, ?]"
4821,LOC,other,"[what, famed, library, can, you, reach, by, dialing, 22-287-5, ?]"
4822,ENTY,animal,"[what, five-time, winner, of, the, kentucky, derby, lost, his, first, 25, races, ?]"
4823,ENTY,other,"[what, did, vasco, da, gama, discover, ?]"
4824,DESC,def,"[what, is, megan, 's, law, ?]"
4825,LOC,other,"[where, can, i, get, a, complete, listing, of, showtimes, in, my, area, ?]"
4826,LOC,other,"[where, 's, montenegro, ?]"
4827,DESC,def,"[what, is, usenet, for, the, internet, ?]"
4828,DESC,def,"[what, are, field, effect, transistors, ?]"
4829,ENTY,animal,"[what, was, the, killer, whale, who, died, at, sea, world, of, a, fungal, infection, named, ?]"
4830,DESC,def,"[what, is, witch, hazel, ?]"
4831,ENTY,plant,"[what, is, state, tree, of, nebraska, ?]"
4832,LOC,other,"[where, is, glasgow, ?]"
4833,DESC,reason,"[why, is, chicago, named, chicago, ?]"
4834,ENTY,color,"[what, three, colors, of, ink, are, used, to, print, a, u.s., dollar, bill, ?]"
4835,DESC,reason,"[what, exactly, is, the, purpose, of, the, anteater, ?]"
4836,ENTY,techmeth,"[what, is, the, correct, way, to, use, ``, may, '', vs., ``, might, '', ?]"
4837,LOC,city,"[what, north, american, city, boasts, the, biggest, polish, population, ?]"
4838,HUM,ind,"[what, radio, ,, tv, and, movie, character, did, jackie, gleason, and, william, bendix, play, ?]"
4839,LOC,other,"[where, is, it, planned, to, berth, the, merchant, ship, ,, lane, victory, ,, which, merchant, marine, veterans, are, converting, into, a, floating, museum, ?]"
4840,ENTY,other,"[what, does, a, pedometer, measure, ?]"
4841,NUM,period,"[what, is, maurizio, pellegrin, 's, age, ?]"
4842,NUM,count,"[how, many, thousands, of, students, attend, the, university, of, massachusetts, ?]"
4843,HUM,ind,"[name, the, u.s., senate, majority, leader, and, the, speaker, of, the, house, .]"
4844,HUM,gr,"[what, name, did, football, 's, new, york, titans, adopt, in, 1963, ?]"
4845,HUM,ind,"[what, female, suspect, in, the, game, of, clue, is, single, ?]"
4846,HUM,ind,"[who, owns, cnn, ?]"
4847,NUM,count,"[about, how, many, americans, are, still, unaccounted, for, from, the, vietnam, war, ?]"
4848,NUM,other,"[what, is, the, chemical, reactivity, of, neon, ?]"
4849,DESC,def,"[what, is, an, auto-commentary, ?]"
4850,LOC,other,"[what, is, the, oldest, website, on, the, internet, ?]"
4851,DESC,def,"[what, is, deconstructionism, ?]"
4852,DESC,desc,"[what, did, lenny, bruce, say, that, got, him, arrested, ?]"
4853,ENTY,cremat,"[what, newspaper, returned, a, pulitzer, prize, for, the, fraudulent, story, jimmy, 's, world, ?]"
4854,ENTY,dismed,"[what, is, a, fear, of, speaking, ?]"
4855,ENTY,cremat,"[what, was, hitler, 's, favorite, movie, ?]"
4856,DESC,reason,"[why, do, airliners, crash, vs., gliding, down, ?]"
4857,DESC,reason,"[what, are, those, little, blue, reflectors, in, the, middle, of, the, road, for, ?]"
4858,HUM,ind,"[what, member, of, the, little, rascals, has, an, on-again, ,, off-again, sweetheart, in, darla, hood, ?]"
4859,DESC,manner,"[how, is, saline, used, in, medicine, ?]"
4860,ENTY,termeq,"[what, is, the, name, of, the, `, female, ', counterpart, to, el, nino, ,, which, results, in, cooling, temperatures, and, very, dry, weather, ?]"
4861,ENTY,event,"[what, incident, of, 1933, did, the, german, nazis, use, to, justify, emergency, decrees, ,, imprisoning, opponents, and, vesting, more, power, in, themselves, ?]"
4862,LOC,country,"[what, country, are, you, visiting, if, you, land, at, president, duvalier, airport, ?]"
4863,HUM,ind,"[what, attorney-general, ordered, the, closing, of, alcatraz, ?]"
4864,LOC,city,"[what, is, the, capital, of, congo, ?]"
4865,DESC,desc,"[what, is, the, text, of, the, fifth, amendment, ?]"
4866,LOC,country,"[what, is, a, country, that, starts, with, the, letter, x, ?]"
4867,LOC,country,"[what, countries, earn, the, most, from, tourism, ?]"
4868,DESC,def,"[what, is, the, internet2, ?]"
4869,LOC,city,"[which, city, in, china, has, the, largest, number, of, foreign, financial, companies, ?]"
4870,NUM,date,"[when, are, the, oscars, academy, awards, in, 1999, ?]"
4871,HUM,ind,"[who, was, the, prophet, of, the, jewish, people, ?]"
4872,HUM,ind,"[what, is, the, most, common, name, ?]"
4873,HUM,ind,"[who, was, the, oldest, u.s., president, ?]"
4874,ENTY,plant,"[what, common, plant, has, a, button, ,, cap, ,, cup, ,, gills, ,, and, ring, ?]"
4875,NUM,date,"[when, was, dubai, 's, first, concrete, house, built, ?]"
4876,DESC,def,"[what, is, the, milky, way, ?]"
4877,DESC,desc,"[what, is, remembrance, day, all, about, ?]"
4878,ENTY,food,"[what, food, did, marco, polo, introduce, into, italy, from, the, court, of, kubla, khan, ?]"
4879,HUM,gr,"[what, diamond, producer, controls, about, 80%, of, the, world, 's, diamonds, ?]"
4880,HUM,ind,"[who, is, the, prophet, of, the, religion, of, islam, ?]"
4881,HUM,ind,"[who, portrayed, maggio, in, the, film, from, here, to, eternity, ?]"
4882,LOC,other,"[where, are, zebras, most, likely, found, ?]"
4883,NUM,perc,"[what, are, the, odds, of, giving, birth, to, twins, ?]"
4884,LOC,other,"[what, is, the, best, place, to, live, in, the, world, ,, considering, climate, ,, civilization, ?]"
4885,DESC,def,"[what, is, meant, by, ``, capital, market, '', ?]"
4886,DESC,manner,"[in, my, antonia, ,, how, is, mr., shimerda, out, of, place, on, the, farm, ?]"
4887,ENTY,veh,"[what, ship, did, lloyd, m., bucher, command, ?]"
4888,ENTY,dismed,"[name, a, medicine, commonly, used, to, combat, aids, ?]"
4889,DESC,desc,"[what, is, the, difference, between, hair, and, fur, ?]"
4890,DESC,desc,"[what, is, the, difference, between, love, and, infatuation, ?]"
4891,HUM,ind,"[name, the, cartoon, genie, conjured, by, the, magic, ring, shared, by, nancy, and, chuck, .]"
4892,ENTY,food,"[what, foods, contain, vitamin, b12, ?]"
4893,NUM,money,"[what, is, the, amount, of, money, owed, for, illegally, having, a, dog, on, a, beach, ?]"
4894,ENTY,letter,"[what, are, the, first, and, last, letters, of, the, greek, alphabet, ?]"
4895,LOC,other,"[what, is, the, web, address, at, which, i, can, find, the, e-mail, address, of, a, member, of, the, us, house, of, representatives, ?]"
4896,NUM,volsize,"[how, big, is, the, largest, diamond, ?]"
4897,ENTY,techmeth,"[what, are, some, ways, to, help, someone, with, chicken, pox, ?]"
4898,DESC,manner,"[how, do, i, find, out, the, exact, time, of, a, sunset, for, a, particular, day, ?]"
4899,NUM,date,"[when, did, the, original, howdy, doody, show, go, off, the, air, ?]"
4900,NUM,count,"[how, many, languages, are, there, in, the, world, ?]"
4901,HUM,desc,"[who, was, picasso, ?]"
4902,HUM,ind,"[who, were, the, only, two, bald, u.s., presidents, ?]"
4903,HUM,ind,"[which, member, of, charlie, 's, angels, sang, vocals, for, josie, and, the, pussycats, ?]"
4904,LOC,other,"[what, river, flows, past, the, temple, of, karnak, ?]"
4905,HUM,ind,"[what, comedian, was, the, perfect, fool, ?]"
4906,DESC,desc,"[what, are, the, benefits, of, a, rowing, machine, ?]"
4907,LOC,other,"[where, do, you, find, information, about, the, queensland, national, competition, policy]"
4908,DESC,def,"[what, 's, a, ``, coup, de, poing, '', to, a, french, boxer, ?]"
4909,DESC,desc,"[what, 's, the, difference, between, carelessness, and, carefreeness, ?]"
4910,ENTY,termeq,"[what, is, the, islamic, counterpart, to, the, red, cross, ?]"
4911,DESC,reason,"[why, does, tuberculosis, afflict, people, ?]"
4912,HUM,ind,"[who, loved, flash, gordon, besides, dale, ?]"
4913,DESC,def,"[what, is, tyvek, ?]"
4914,ENTY,other,"[what, do, humans, catch, zoonose, diseases, from, ?]"
4915,DESC,manner,"[how, did, asia, get, its, name, ?]"
4916,ENTY,veh,"[what, was, the, name, of, the, u.s., navy, gunboat, in, the, film, the, sand, pebbles, ?]"
4917,LOC,other,"[where, can, i, get, information, on, the, original, 13, us, colonies, ?]"
4918,ENTY,dismed,"[for, what, disease, is, the, drug, sinemet, used, as, a, treatment, ?]"
4919,ENTY,techmeth,"[what, are, three, ways, in, which, wind, is, created, on, the, earth, ?]"
4920,ENTY,other,"[what, gender, is, not, allowed, to, vote, in, kuwait, ?]"
4921,NUM,count,"[how, many, inches, over, six, feet, is, tom, selleck, ?]"
4922,ENTY,dismed,"[what, is, the, name, of, the, disease, that, actress, hunter, tylo, 's, baby, girl, has, ?]"
4923,HUM,ind,"[who, 's, the, only, president, buried, in, washington]"
4924,NUM,money,"[how, much, could, you, rent, a, volkswagen, bug, for, in, 1966, ?]"
4925,HUM,ind,"[whose, singing, voice, was, dubbed, in, for, natalie, wood, in, west, side, story, and, audrey, hepburn, in, my, fair, lady, ?]"
4926,NUM,money,"[what, is, the, mean, income, of, the, top, 10%, ,, top, 5%, ,, and, top, 1%, ?]"
4927,LOC,city,"[what, north, american, city, sprouts, the, most, parking, meters, ?]"
4928,LOC,other,"[what, is, the, largest, and, most, expensive, freeway, construction, project, in, the, u.s., right, now, ?]"
4929,DESC,desc,"[what, can, i, do, to, get, into, an, ivy, league, school, ?]"
4930,ENTY,cremat,"[what, film, did, louise, fletcher, win, the, best, actress, oscar, for, ?]"
4931,LOC,other,"[where, did, gulliver, find, a, race, of, tiny, people, ?]"
4932,ENTY,cremat,"[what, 1950, film, won, seven, oscars, ,, including, best, picture, ?]"
4933,NUM,count,"[how, much, stronger, is, the, new, vitreous, carbon, material, invented, by, the, tokyo, institute, of, technology, compared, with, the, material, made, from, cellulose, ?]"
4934,NUM,money,"[how, much, do, tuberculosis, combatting, drugs, cost, ?]"
4935,HUM,ind,"[president, bush, compared, saddam, hussein, to, whom, ?]"
4936,HUM,gr,"[what, 's, the, name, of, pittsburgh, 's, baseball, team, ?]"
4937,ENTY,cremat,"[what, shakespeare, play, opens, with, the, line]"
4938,HUM,ind,"[what, tv, comedian, worked, with, white, fang, ,, black, tooth, and, pookie, the, lion, ?]"
4939,HUM,ind,"[who, created, the, character, james, bond, ?]"
4940,ENTY,sport,"[what, type, of, exercise, burns, the, most, calories, ?]"
4941,DESC,desc,"[what, is, ``, the, only, cigarette, made, with, no, leftovers, '', ?]"
4942,LOC,other,"[where, did, the, japanese, imperial, forces, surrender, to, end, wwii, ?]"
4943,ABBR,abb,"[what, is, mikhail, gorbachev, 's, middle, initial, ?]"
4944,NUM,count,"[how, many, rows, of, whiskers, does, a, cat, have, ?]"
4945,HUM,ind,"[what, british, general, surrendered, to, the, colonial, army, at, saratoga, ?]"
4946,DESC,manner,"[how, can, people, from, ireland, come, to, the, u.s., ,, work, ,, and, then, return, to, ireland, ?]"
4947,ENTY,product,"[what, product, 's, ads, claim, that, it, ``, eliminates, odors, ,, kills, household, germs, ,, mold, ,, and, mildew, '', ?]"
4948,NUM,count,"[what, is, the, world, population, as, of, today, ?]"
4949,DESC,desc,"[what, is, the, history, of, buffalo, chicken, wings, ?]"
4950,DESC,def,"[what, is, humidity, ?]"
4951,ENTY,animal,"[what, kind, of, creatures, are, black, ,, yellow, ,, and, brown, bullheads, ?]"
4952,LOC,city,"[what, city, would, you, be, in, if, you, were, feeding, the, pigeons, in, the, piazza, san, marco, ?]"
4953,HUM,ind,"[what, artist, 's, studio, was, the, bateau-lavoir, in, montmartre, ?]"
4954,LOC,other,"[what, is, the, name, of, the, planet, that, the, ewoks, live, on, ?]"
4955,NUM,count,"[how, many, words, are, there, in, the, spanish, language, ?]"
4956,LOC,other,"[where, is, there, information, on, the, novel, ``, el, cid, '', ?]"
4957,ENTY,symbol,"[what, is, the, chemical, formula, for, napalm, ?]"
4958,DESC,def,"[what, is, yohimbine, ?]"
4959,DESC,def,"[what, is, ``, chicago, hope, '', ?]"
4960,NUM,count,"[how, many, members, of, a, family, could, be, drafted, in, the, u.s., military, during, world, war, ii, ?]"
4961,HUM,ind,"[who, wrote, the, song, ,, ``, silent, night, '', ?]"
4962,HUM,gr,"[what, company, is, the, largest, japanese, ship, builder, ?]"
4963,ABBR,exp,"[what, does, the, ``, blue, ribbon, '', stand, for, ?]"
4964,NUM,date,"[what, is, the, average, date, when, most, malls, begin, putting, up, christmas, holiday, decorations, ?]"
4965,NUM,count,"[how, many, characters, are, in, the, chinese, alphabet, ?]"
4966,LOC,other,"[where, is, burma, ?]"
4967,HUM,ind,"[who, wrote, the, collector, ?]"
4968,HUM,gr,"[which, major, diamond, producer, is, based, in, south, africa, ?]"
4969,HUM,ind,"[who, was, samuel, johnsons, 's, friend, and, biographer, ?]"
4970,HUM,ind,"[what, kind, of, women, gave, sigmund, freud, erotic, dreams, ?]"
4971,ENTY,termeq,"[what, are, the, cleveland, indians, also, called, ?]"
4972,ENTY,other,"[what, commodity, 's, shortage, was, the, largest, single, factor, in, keeping, north, american, cars, off, the, roads, during, world, war, ii, ?]"
4973,NUM,count,"[how, many, hummingbird, eggs, could, fit, in, one, ostrich, egg, ?]"
4974,HUM,ind,"[who, wrote, the, bestselling, missionary, travels, and, researches, in, south, africa, ,, published, in, 1857, ?]"
4975,HUM,ind,"[who, played, the, father, on, ``, charles, in, charge, '', ?]"
4976,NUM,period,"[what, is, the, gestation, period, for, human, pregnancies, ?]"
4977,LOC,other,"[where, did, the, name, daniel, originate, ?]"
4978,ENTY,techmeth,"[what, are, common, methods, used, to, regulate, monopolies, ?]"
4979,DESC,def,"[what, category, does, the, color, pink, denote, in, the, trivial, pursuit, baby, boomer, edition, ?]"
4980,NUM,period,"[how, long, does, the, average, domesticated, ferret, live, ?]"
4981,ENTY,termeq,"[name, the, islamic, counterpart, to, the, red, cross, .]"
4982,ENTY,event,"[what, are, the, historical, trials, following, world, war, ii, called, ?]"
4983,LOC,state,"[what, states, do, not, have, state, income, tax, ?]"
4984,LOC,city,"[what, city, has, the, two, steepest, streets, in, the, u.s., ?]"
4985,DESC,reason,"[what, is, margaret, thatcher, known, for, ?]"
4986,LOC,country,"[name, the, country, of, giants, twelve, times, the, size, of, man, in, ``, gulliver, 's, travels, ., '']"
4987,NUM,other,"[what, 's, men, 's, par, on, a, 455-yard, golf, hole, ?]"
4988,ENTY,substance,"[what, four, elements, make, up, 90, percent, of, the, human, body, ?]"
4989,NUM,count,"[how, many, countries, are, there, ?]"
4990,LOC,other,"[where, does, most, of, the, marijuana, entering, the, united, states, come, from, ?]"
4991,ENTY,cremat,"[stuart, hamblen, is, considered, to, be, the, first, singing, cowboy, of, which, medium, ?]"
4992,HUM,title,"[what, is, steve, rogers, 's, profession, when, he, 's, not, captain, america, ?]"
4993,ENTY,dismed,"[what, is, the, most, common, cancer, ?]"
4994,HUM,ind,"[who, are, the, top, 10, richest, people, in, the, world, ?]"
4995,DESC,manner,"[how, do, i, contact, answers.com, direct, ?]"
4996,DESC,reason,"[what, causes, a, person, to, have, constantly, sweaty, hands, and, feet, ?]"
4997,DESC,desc,"[what, happened, to, answers.com, ?]"
4998,DESC,def,"[what, is, the, spectrum, of, a, sine, wave, ?]"
4999,HUM,gr,"[what, ethnic, group, introduced, the, idea, of, potlatch, ?]"
5000,DESC,def,"[what, is, a, person, 's, socioeconomic, position, ?]"
5001,DESC,desc,"[what, do, you, say, to, a, friend, who, ignores, you, for, other, friends, ?]"
5002,NUM,count,"[how, many, yards, are, in, 1, mile, ?]"
5003,HUM,ind,"[what, actor, was, the, first, man, to, appear, on, the, cover, of, mccall, 's, ?]"
5004,ABBR,exp,"[what, does, r.e.m., stand, for, ,, as, in, the, rock, group, r.e.m., ?]"
5005,HUM,gr,"[what, cruise, line, does, kathie, lee, gifford, advertise, for, ?]"
5006,DESC,def,"[what, does, the, name, jenna, mean, ?]"
5007,DESC,reason,"[why, do, girls, have, to, wear, training, bras, ?]"
5008,NUM,date,"[when, was, the, first, successful, heart, transplant, for, a, human, ?]"
5009,DESC,manner,"[how, did, edith, bunker, die, ?]"
5010,LOC,country,"[what, country, boasts, cawdor, castle, ,, glamis, castle, ,, and, blair, castle, ?]"
5011,DESC,def,"[define, spumante, .]"
5012,ABBR,exp,"[what, does, ph, stand, for, ?]"
5013,LOC,country,"[what, country, is, mount, everest, in, ?]"
5014,LOC,country,"[which, country, is, the, largest, country, in, latin, america, ?]"
5015,HUM,ind,"[name, the, four, horsemen, of, the, apocalypse, .]"
5016,DESC,def,"[what, are, geckos, ?]"
5017,ENTY,cremat,"[what, is, the, name, of, a, book, written, by, aaron, hass, ?]"
5018,DESC,def,"[what, is, cosmology, ?]"
5019,NUM,count,"[how, many, watts, make, a, kilowatt, ?]"
5020,ENTY,cremat,"[what, tv, series, features, the, adventures, of, a, married, couple, named, jonathan, and, jennifer, ?]"
5021,HUM,ind,"[what, female, faith, healer, wrote, the, inspirational, book, i, believe, in, miracles, ?]"
5022,HUM,desc,"[who, was, jinnah, ?]"
5023,ENTY,other,"[what, did, esquire, name, ash, hole, of, the, year, for, 1980, ?]"
5024,LOC,other,"[where, did, king, francis, i, hang, the, ``, mona, lisa, '', when, he, owned, it, ?]"
5025,ENTY,other,"[what, 's, been, the, ruin, of, many, a, poor, boy, in, new, orleans, ?]"
5026,DESC,def,"[what, is, habeas, corpus, ?]"
5027,DESC,manner,"[how, do, you, use, an, intranet, ?]"
5028,HUM,ind,"[what, famous, husband-and-wife, team, did, radio, ads, for, blue, nun, wine, ?]"
5029,NUM,count,"[how, many, times, has, harold, stassen, announced, a, drive, for, the, white, house, ?]"
5030,NUM,money,"[what, are, bottle, caps, with, presidents, ', pictures, inside, worth, ?]"
5031,LOC,other,"[where, can, i, find, the, history, of, the, hungarian, language, ?]"
5032,DESC,reason,"[why, do, usa, fax, machines, not, work, in, uk, ,, nnp, ?]"
5033,ENTY,other,"[what, cigarette, is, ``, a, whole, new, world, '', ?]"
5034,HUM,ind,"[who, tramped, through, florida, looking, for, the, fountain, of, youth, ?]"
5035,NUM,date,"[in, 1990, ,, what, day, of, the, week, did, christmas, fall, on, ?]"
5036,ENTY,cremat,"[what, is, the, name, of, the, song, that, dracula, plays, on, the, organ, ?]"
5037,ENTY,animal,"[what, two, animals, are, specifically, mentioned, as, being, in, noah, 's, ark, ?]"
5038,DESC,def,"[what, is, federal, income, tax, ?]"
5039,HUM,gr,"[what, was, the, name, of, the, confederate, mounted, guerrilla, group, with, which, jesse, james, and, coleman, younger, had, ridden, ?]"
5040,ENTY,dismed,"[what, disease, plagued, europe, ,, africa, and, asia, ?]"
5041,ENTY,sport,"[what, card, game, can, feature, dealer, 's, choice, ?]"
5042,NUM,count,"[how, many, american, soldiers, are, stationed, in, south, korea, ?]"
5043,ENTY,dismed,"[what, is, a, fear, of, failure, ?]"
5044,NUM,count,"[how, many, feet, more, than, 2, is, the, average, height, of, the, great, wall, of, china, ?]"
5045,DESC,desc,"[what, was, the, verdict, in, the, 1925, trial, of, john, t., scopes, ?]"
5046,ENTY,techmeth,"[what, is, the, best, way, to, travel, in, japan, ?]"
5047,NUM,period,"[how, long, ago, did, the, anglican, church, part, from, the, vatican, ?]"
5048,NUM,money,"[how, much, did, lucy, van, pelt, originally, charge, for, psychiatric, sessions, ?]"
5049,HUM,ind,"[who, followed, up, his, first, two, underwater, thrillers, with, the, girl, of, the, sea, of, cortez, ?]"
5050,NUM,date,"[when, was, the, parthenon, built, ?]"
5051,ENTY,cremat,"[what, 1895, h.g., wells, novel, was, written, under, the, title, the, chronic, argonauts, ?]"
5052,DESC,def,"[what, is, a, common, dolphin, ?]"
5053,DESC,manner,"[how, is, answers.com, funded, ?]"
5054,NUM,period,"[how, long, does, a, pig, 's, orgasm, last, ?]"
5055,LOC,state,"[what, u.s., state, comes, last, in, an, alphabetical, list, ?]"
5056,NUM,count,"[how, many, mountains, have, been, named, for, presidents, in, the, continental, usa, ?]"
5057,NUM,other,"[what, are, the, unemployment, statistics, for, the, years, 1965, and, 1990, ?]"
5058,ABBR,exp,"[what, does, bud, stand, for, ?]"
5059,HUM,ind,"[who, is, the, one, independent, member, of, congress, ?]"
5060,HUM,gr,"[what, is, a, society, ruled, by, elders, ?]"
5061,HUM,ind,"[what, two, presidents, of, the, u.s., published, books, of, poetry, ?]"
5062,HUM,ind,"[which, of, the, seven, dwarfs, comes, first, alphabetically, ?]"
5063,HUM,ind,"[what, professional, cricketer, 's, son, wrote, the, war, of, the, worlds, in, 1898, ?]"
5064,ENTY,food,"[what, condiment, do, the, dutch, dip, their, french, fries, in, ?]"
