A,C,B
LOC, Where does the weird shape of the dinner fish knife originate from ?,1
LOC, Where does tuberculosis come from ?,1
LOC, Where have the most dinosaur remains been found ?,1
LOC, Where in a tree does photosynthesis occur ?,1
LOC, Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?,1
LOC, Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?,1
LOC, Where in the United States do people live the longest ?,1
LOC, Where is Amsterdam ?,1
LOC, Where is Ayer 's rock ?,1
LOC, Where is Basque country located ?,1
LOC, Where is Belize located ?,1
LOC, Where is Burma ?,1
LOC, Where is Dartmouth College ?,1
LOC, Where is Erykah Badu originally from ?,1
LOC, Where is Glasgow ?,1
LOC, Where is Guam ?,1
LOC," Where is Hearst Castle , built by publisher William Randolph Hearst ?",1
LOC, Where is Inoco based ?,1
LOC, Where is Kings Canyon ?,1
LOC, Where is Logan Airport ?,1
LOC, Where is Los Vegas ?,1
LOC, Where is McCarren Airport ?,1
LOC, Where is McCarren Airport located ?,1
LOC, Where is Melbourne ?,1
LOC, Where is Microsoft 's corporate headquarters located ?,1
LOC, Where is Mile High Stadium ?,1
LOC, Where is Mozambique located ?,1
LOC," Where is Natchitoches , Louisiana ?",1
LOC, Where is Natick ?,1
LOC, Where is Ocho Rios ?,1
LOC, Where is Poe 's birthplace ?,1
LOC, Where is Procter & Gamble based in the U.S. ?,1
LOC, Where is Procter & Gamble headquartered in the U.S. ?,1
LOC, Where is Qatar ?,1
LOC, Where is Rider College ?,1
LOC, Where is Rider College located ?,1
LOC, Where is Romania located ?,1
LOC, Where is Santa Lucia ?,1
LOC, Where is Sinn Fein 's headquarters ?,1
LOC, Where is South Bend ?,1
LOC, Where is Tornado Alley ?,1
LOC, Where is Trinidad ?,1
LOC, Where is Tufts University ?,1
LOC, Where is Webster University ?,1
LOC, Where is Windsor Castle ?,1
LOC, Where is `` Global Schoolhouse '' ?,1
LOC, Where is former Pro wrestler Johnny `` Rubber Man '' Walker ?,1
LOC," Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?",1
LOC, Where is one 's corpus callosum found ?,1
LOC, Where is the Abominable Snowman said to wander ?,1
LOC, Where is the Bulls basketball team based ?,1
LOC, Where is the Danube ?,1
LOC, Where is the Henry Ford Museum ?,1
LOC, Where is the Isle of Man ?,1
LOC, Where is the Kalahari desert ?,1
LOC, Where is the Keck telescope ?,1
LOC, Where is the Kentucky Horse Park ?,1
LOC, Where is the Kentucky Horse Park located ?,1
LOC, Where is the Loop ?,1
LOC, Where is the Mayo Clinic ?,1
LOC, Where is the Orange Bowl ?,1
LOC, Where is the Orinoco ?,1
LOC, Where is the Rose Bowl played ?,1
LOC, Where is the Smithsonian Institute located ?,1
LOC, Where is the Statistical Abstract of the United States online ?,1
LOC, Where is the Taj Mahal ?,1
LOC, Where is the Thomas Edison Museum ?,1
LOC, Where is the Valley of the Kings ?,1
LOC, Where is the Virtual Desk Reference ?,1
LOC," Where is the actress , Marion Davies , buried ?",1
LOC, Where is the biggest bell ?,1
LOC, Where is the bridge over the river Kwai ?,1
LOC, Where is the group M People from ?,1
LOC, Where is the highest point in Japan ?,1
LOC, Where is the largest dam in the world ?,1
LOC, Where is the largest post office building in the world ?,1
LOC, Where is the location of the Orange Bowl ?,1
LOC, Where is the massive North Korean nuclear complex located ?,1
LOC, Where is the official `` zero '' of the sea level ?,1
LOC, Where is the oldest living thing on earth ?,1
LOC, Where is the world 's most active volcano located ?,1
LOC, Where is the world championship sled dog race held each February ?,1
LOC, Where is there information on the novel `` El Cid '' ?,1
LOC, Where is your corpus callosum ?,1
LOC, Where must a soccer goalie stand to be permitted to handle the ball ?,1
LOC, Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?,1
LOC, Where on the Internet can I find information on laundry detergent ?,1
LOC, Where on the Internet can I get chemicals importers ?,1
LOC, Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,1
LOC," Where on the Web is Adventours Tours from Sydney , Australia ?",1
LOC, Where was Christopher Columbus born ?,1
LOC, Where was George Washington born ?,2
LOC, Where was Lincoln assassinated ?,1
LOC, Where was Poe born ?,1
LOC, Where was Pythagoras born ?,1
LOC, Where was Richard Nixon when Gerald Ford became president ?,1
LOC, Where was Tesla born ?,1
LOC," Where was `` I have fallen , and I can 't get up '' said first ?",1
LOC, Where was chop suey invented ?,1
LOC," Where was helium first discovered , hence its name ?",1
LOC," Where was the Cisalpine Republic , 1797-185 , ?",1
LOC," Where was the Ligurian Republic , 1797-185 , ?",1
LOC, Where was the first restaurant ?,1
LOC, Where was the first zoo in the U.S. ?,1
LOC, Where was the largest concentration camp in World War II ?,1
LOC, Where were the 1936 Summer Olympics held ?,1
LOC, Where were the 196 Summer Olympics held ?,1
LOC, Which Latin American country is the largest ?,1
LOC, Which area produces the least acidic coffee ?,1
LOC, Which city did Christian Crusaders fight to recapture from the Muslims ?,1
LOC, Which city has the oldest relationship as a sisterðcity with Los Angeles ?,1
LOC, Which city in Canada is the least-populated ?,1
LOC, Which city in China has the largest number of foreign financial companies ?,1
LOC, Which continent has the most roses ?,1
LOC, Which country did Hitler rule ?,1
LOC, Which country is Australia 's largest export market ?,1
LOC, Which country is known as `` Big Bear '' ?,1
LOC, Which country is the largest country in Latin America ?,1
LOC, Which is the wealthiest country in the world ?,1
LOC, Which large U.S. city had the highest murder rate for 1988 ?,1
LOC, Which one of the Great Lakes is entirely within U.S. territory ?,1
LOC, Which two states enclose Chesapeake Bay ?,1
LOC, Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,1
NUM, A normal human pregnancy lasts how many months ?,1
NUM, About how many Americans are still unaccounted for from the Vietnam war ?,1
NUM, About how many soldiers died in World War II ?,1
NUM, Approximately how many students are enrolled at the University of Massachusetts ?,1
NUM, Approximately how much does a teaspoon of matter weigh in a black hole ?,1
NUM, At what age did Rossini stop writing opera ?,1
NUM, Boxing Day is celebrated on what date ?,1
NUM, By how much will the California state gas tax rise by the year 2000 ?,1
NUM, CNN 's first broadcast occurred on what date ?,1
NUM, CNN began broadcasting in what year ?,1
NUM," Dialing , 900 , 740-TREE to have a tree planted will cost how much ?",1
NUM, Hitler came to power in Germany in what year ?,1
NUM, How big is Australia ?,1
NUM, How big is a baby bald eagle ?,1
NUM, How big is a normal size penis for a 15-year-old ?,1
NUM, How big is a quart ?,1
NUM, How big is our galaxy in diameter ?,1
NUM, How big is the Chappellet vineyard ?,1
NUM, How big is the Electoral College ?,1
NUM, How big is the largest diamond ?,1
NUM, How big is the universe actually ?,1
NUM, How deep is a fathom ?,3
NUM, How far away is the moon ?,1
NUM, How far can a human eye see ?,1
NUM, How far can a man travel in outer space ?,1
NUM, How far can you see ?,1
NUM, How far do you have to run if you hit a home run ?,1
NUM, How far is London UK from California ?,1
NUM, How far is Yaroslavl from Moscow ?,1
NUM, How far is it from Phoenix to Blythe ?,1
NUM, How far is the longest hole in 1 on any golf course and where did it happen ?,1
NUM, How far out is the universe ?,1
NUM, How fast can a Corvette go ?,1
NUM, How fast do cheetahs run ?,1
NUM, How fast does the fastest car go ?,1
NUM, How fast is a 45Mhz processor ?,1
NUM, How fast is light ?,1
NUM, How fast must a spacecraft travel to escape Earth 's gravity ?,1
NUM, How high is the city of Denver ?,1
NUM, How high must a mountain be to be called a mountain ?,1
NUM, How hot does the inside of an active volcano get ?,1
NUM, How hot should the oven be when baking Peachy Oat Muffins ?,1
NUM, How hot should the oven be when making Peachy Oat Muffins ?,1
NUM, How large is Missouri 's population ?,1
NUM, How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,1
NUM, How long after intercourse does it take to find out if you are pregnant ?,1
NUM, How long ago did the Anglican church part from the Vatican ?,1
NUM, How long ago was the Roe vs. Wade decision by the Supreme Court ?,1
NUM, How long did Shea and Gould practice law in Los Angeles ?,1
NUM, How long did it take Stanley to find Livingstone ?,1
NUM, How long did the Charles Manson murder trial last ?,1
NUM, How long did the Paris Commune hold out for against the rest of France ?,1
NUM, How long do cardinal eggs incubate ?,1
NUM, How long do flies live ?,1
NUM, How long do hermit crabs live ?,1
NUM, How long do you have to live in a community to vote ?,1
NUM, How long do you have to pay back debt after claiming chapter 11 bankruptcy ?,1
NUM, How long does James Bond like his eggs boiled ?,1
NUM, How long does a dog sleep ?,1
NUM, How long does a fly live ?,1
NUM, How long does a human live ?,1
NUM, How long does a pig 's orgasm last ?,1
NUM, How long does cocaine stay in your system ?,1
NUM, How long does it take different materials to decompose ?,1
NUM, How long does it take for Spider-Man 's web to evaporate ?,1
NUM, How long does it take for your blood to make one complete trip through the body ?,2
NUM, How long does it take for your body to restore blood after you donate your blood ?,1
NUM, How long does it take light to reach the Earth from the Sun ?,1
NUM, How long does it take sunlight to reach Earth ?,1
NUM, How long does it take the Milky Way Galaxy to make one revolution ?,1
NUM, How long does it take the moon to revolve around the Earth ?,1
NUM, How long does it take the typical American to eat 23 quarts of ice cream ?,1
NUM, How long does it take the typical hen to lay 19 dozen eggs ?,1
NUM, How long does it take to hike the entire Appalachian Trail ?,1
NUM, How long does it take to travel from Tokyo to Niigata ?,1
NUM, How long does the average domesticated ferret live ?,1
NUM, How long has L.L. Cool J. been married ?,1
NUM, How long is Camptown Racetrack ?,1
NUM, How long is human gestation ?,1
NUM, How long is the Coney Island boardwalk ?,1
NUM, How long is the border between Canada and the 48 conterminous states ?,1
NUM," How long is the world 's largest ship , in meters ?",1
NUM, How long should a person wash their hands before they are clean ?,1
NUM, How long should you feed your puppy Purina Puppy Chow ?,1
NUM, How long was Mao 's 1930s Long March ?,1
NUM, How long was the OJ Simpson trial ?,1
NUM, How long was the TV mission of Star Trek 's Enterprise to be ?,1
NUM, How long was the longest hiccup attack ?,1
NUM, How long was the longest sneezing attack ?,1
NUM, How long were Tyrannosaurus Rex 's teeth ?,1
NUM, How long would it take for a $ savings bond to mature ?,1
NUM, How long would it take to get from Earth to Mars ?,1
NUM, How loud is thunder ?,1
NUM, How many American actors were nominated for the best actor Oscar for 1983 ?,1
NUM, How many American soldiers are stationed in South Korea ?,1
NUM, How many American soldiers have died for their country to date ?,1
NUM, How many American soldiers remain unaccounted from the Vietnam war ?,1
NUM, How many Americans fought for the British in the American Revolution ?,1
NUM, How many Americans have HIV ?,1
NUM, How many Beanie Baby sites are there ?,1
NUM, How many Beatles ' records went #1 ?,1
NUM, How many CDs has Garth Brooks sold ?,1
NUM, How many Canadians emmigrate each year ?,1
NUM, How many Community Chest cards are there in Monopoly ?,1
NUM, How many Fig Newtons are there to the pound ?,1
NUM, How many Grammys did Michael Jackson win in 1983 ?,1
NUM, How many Gutenberg Bibles are there ?,1
NUM, How many Israeli athletes were killed at the Munich Olympics ?,1
NUM, How many James Bond novels are there ?,1
NUM, How many Jews were executed in concentration camps during WWII ?,1
NUM, How many John Deere tractors have been manufactured ?,1
NUM, How many Leos have been Pope ?,1
NUM, How many Marx Brothers were there ?,1
NUM, How many Russians have landed on the moon ?,1
NUM, How many South American countries have the letter Z in their names ?,1
NUM, How many Stradivarius violins were ever made ?,1
NUM, How many Superbowls have the ers won ?,1
NUM, How many U.S. presidents were assassinated during Queen Victoria 's reign ?,1
NUM, How many URL extensions are there ? and what are they ?,2
NUM, How many Vietnamese were there in the Soviet Union ?,1
NUM, How many `` No '' answers was the What 's My Line ? panel allowed ?,1
NUM, How many `` eyes '' does a coconut have ?,1
NUM, How many acres in a mile ?,1
NUM, How many airline schools are there in the U.S. ?,1
NUM, How many astronauts have been on the moon ?,1
NUM, How many astronauts manned each Project Mercury flight ?,1
NUM, How many athletes did Puerto Rico enter in the 1984 Winter Olympics ?,1
NUM, How many bails are there in a cricket wicket ?,1
NUM, How many bends are there in a standard paper clip ?,1
NUM, How many blacks served in the Vietnam War,1
NUM, How many bones are in the human hand ?,1
NUM, How many bones are there in the human hand ?,1
NUM, How many bottles of wine were prisoners in the Bastille allowed per day ?,1
NUM, How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?,1
NUM, How many bytes are in a terabyte ?,1
NUM, How many cables support the main span of the Golden Gate Bridge ?,1
NUM, How many calories are in a tomato ?,1
NUM, How many calories are there in a Big Mac ?,1
NUM, How many calories are there in a glass of water ?,1
NUM, How many calories are there in soy sauce ?,1
NUM, How many cards are dealt to each player in Gin Rummy ?,1
NUM, How many cards is each player dealt in Contract Bridge ?,1
NUM," How many casinos are in Atlantic City , NJ ?",1
NUM, How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles ?,1
NUM, How many characters are in the Chinese alphabet ?,1
NUM, How many characters makes up a word for typing test purposes ?,1
NUM, How many chemical elements are there ?,1
NUM, How many cherubs are there on a Trivial Pursuit board ?,1
NUM, How many children does Ray Davies of the Kinks have ?,1
NUM, How many children under 18 are victims of some sort of Physical Abuse each year ?,1
NUM, How many cities are there in Utah ?,1
NUM, How many claws has a lobster called a pistol lost ?,1
NUM, How many colleges are in Wyoming ?,1
NUM, How many colonies did Germany get to keep after World War I ?,1
NUM, How many colonies were involved in the American Revolution ?,1
NUM, How many colored squares are there on a Rubik 's Cube ?,1
NUM, How many colors are there in a rainbow ?,2
NUM, How many colors are there in the spectrum ?,1
NUM, How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,1
NUM, How many consecutive baseball games did Lou Gehrig play ?,1
NUM, How many continents are there ?,1
NUM, How many copies of an album must be sold for it to be a gold album ?,1
NUM, How many corners does a spritsail have ?,1
NUM, How many counties are in Indiana ?,1
NUM, How many countries are there ?,1
NUM, How many countries watch MTV Europe ?,1
NUM, How many cubic feet of space does a gallon of water occupy ?,1
NUM, How many cullions does a male have ?,1
NUM, How many days does a typical mayfly live ?,1
NUM, How many degrees cooler is the inside of a cucumber than the air outside ?,2
NUM, How many different countries export coffee ?,1
NUM, How many different kinds of ice cream are there ?,1
NUM, How many different languages are spoken in Europe ?,1
NUM, How many different types of skunks are there ?,1
NUM, How many different vegetation zones are there ?,1
NUM, How many disks does each player have in a four-handed game of Crokinole ?,1
NUM, How many dogs pull a sled in the Iditarod ?,1
NUM, How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968 ?,1
NUM, How many dots make up the symbol for `` because '' ?,2
NUM, How many double-word-score spaces are there on a Scrabble Crossword Game board ?,1
NUM, How many e-commerce companies are started every day ?,1
NUM, How many earthworms are in a single pasture ?,1
NUM, How many electoral college votes does Colorado have ?,1
NUM, How many electoral votes does it take to win presidency ?,1
NUM, How many elephants are left on earth ?,1
NUM, How many elevators do you ride to reach the top floor of the Empire State Building ?,1
NUM, How many emperors were there in the Roman Empire ?,1
NUM, How many endangered species are there in the world ?,1
NUM, How many engines does a Boeing 737 have ?,1
NUM, How many equal angles are there in an isosceles triangle ?,1
NUM, How many equal sides are there on a scalene triangle ?,1
NUM, How many events make up the decathlon ?,1
NUM, How many eyes does a bat have ?,1
NUM, How many feet are there in a fathom ?,1
NUM, How many feet high is the hurdle in front of a runner 's steeplechase water jump ?,1
NUM, How many feet long is a baseball pitcher 's rubber ?,1
NUM, How many feet more than 2 is the average height of the Great Wall of China ?,1
NUM, How many fiddlers did Old King Cole have ?,1
NUM, How many films are made by the major studios in a year ?,1
NUM, How many films did Ingmar Bergman make ?,1
NUM, How many fingers are used to draw a bow ?,1
NUM, How many flavors does Baskin & Robbins offer ?,1
NUM, How many flavors of ice cream does Howard Johnson 's have ?,1
NUM, How many four star generals were there and who are they ?,1
NUM, How many frames does a disk camera shoot ?,1
NUM, How many freckles does Howdy Doody have on his face ?,1
NUM, How many furlongs are there in a mile-and-a-quarter recetrack ?,1
NUM, How many gallons of paint does it take to paint the Golden Gate Bridge ?,1
NUM, How many gallons of water go over Niagra Falls every second ?,1
NUM, How many games are played in a five-team round-robin tournament ?,1
NUM, How many grooves are on a dime 's edge ?,1
NUM, How many grooves are on a dime ?,1
NUM, How many hands does Bjorn Borg use when hitting his forehand ?,1
NUM, How many head injuries are there in recreational ice skating each year ?,1
NUM, How many hearts does an octopus have ?,1
NUM, How many holes are there in a tenpin bowling ball ?,1
NUM, How many home runs did Babe Ruth hit in his lifetime ?,1
NUM, How many home runs did Lou Gehrig have during his career ?,1
NUM, How many horses are there on a polo team ?,1
NUM, How many horses died during the civil war ?,1
NUM, How many hostages were killed in the Entebbe raid ?,1
NUM, How many hours of work does it take a typist to complete a 100-page screenplay ?,1
NUM, How many hummingbird eggs could fit in one ostrich egg ?,1
NUM, How many inches apart are adjacent pins in tenpin bowling ?,1
NUM, How many inches over six feet is Tom Selleck ?,1
NUM, How many inches over six feet is the Venus de Milo ?,1
NUM, How many inches tall is Stuart Little at birth ?,1
NUM, How many innings are there in a regulation softball game ?,1
NUM, How many innings constitute an official baseball game ?,1
NUM, How many islands does Fiji have ?,1
NUM, How many islands make up Antigua ?,1
NUM, How many lakes are there on the Earth ?,1
NUM, How many languages are there in the world ?,1
NUM, How many languages does the Pope speak ?,1
NUM, How many lawyers are there in the state of New Jersey ?,1
NUM, How many layers does a bottle of Yoo-Hoo settle into ?,1
NUM, How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,1
NUM, How many letters appear with the numbers 2 to 9 on a telephone dial ?,1
NUM, How many liberty bells have there been ?,1
NUM, How many logarithmic scales are there on a slide rule ?,1
NUM, How many maids were milking ?,1
NUM, How many major Nazi leaders went on trial after the war at Nuremberg ?,1
NUM," How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?",1
NUM, How many member states are in the UN ?,1
NUM, How many members are in the California congressional delegation ?,1
NUM, How many members of a family could be drafted in the U.S. military during World War II ?,1
NUM, How many men died building the Mackinaw Bridge ?,1
NUM, How many meters are in a mile ?,2
NUM," How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?",1
NUM," How many miles is it from Frankfurt , Germany to Salzburg , Austria ?",1
NUM," How many miles is it from London , England to Plymouth , England ?",1
NUM, How many miles is it from NY to Austria ?,1
NUM, How many miles is it to Ohio from North Carolina ?,1
NUM, How many miles of corridors are in The Pentagon ?,1
NUM, How many miles of veins are in the circulatory system ?,1
NUM, How many milligrams are in a gram ?,1
NUM, How many millimeters are in a mile ?,1
NUM, How many milliseconds in a second ?,1
NUM, How many mines can still be found in the Falklands after the war ended ?,1
NUM, How many minutes were there on the original GE College Bowl clock ?,1
NUM, How many months does a normal human pregnancy last ?,1
NUM, How many months does it take the moon to revolve around the Earth ?,1
NUM, How many more weeks of winter are there if a ground hog sees his shadow ?,1
NUM, How many mountains have been named for Presidents in the continental USA ?,1
NUM, How many movies has Drew Barrymore been in ?,1
NUM, How many muscles does an oyster have ?,1
NUM, How many muscles does the average adult use when going for a walk ?,1
NUM, How many names are there for Eskimo people ?,1
NUM, How many neurons are in the human brain ?,1
NUM, How many objects orbit the Earth ?,1
NUM, How many oceans are there and name them ?,1
NUM, How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?,1
NUM, How many of them are in sub-Saharan Africa ?,1
NUM, How many pairs of legs does a lobster have ?,1
NUM, How many pairs of wings does a tsetse fly have ?,1
NUM, How many penny-farthings are there on a Trivial Pursuit game board ?,1
NUM, How many people are taller than 7 feet ?,1
NUM, How many people are there in the world ?,1
NUM, How many people did Randy Craft kill ?,1
NUM, How many people did Randy Craft murder ?,1
NUM, How many people did Randy Steven Craft murder ?,1
NUM, How many people did the United Nations commit to help restore order and distribute humanitarian relief in Somalia in September 1992 ?,1
NUM, How many people die from snakebite poisoning in the U.S. per year ?,1
NUM, How many people die from tuberculosis each year ?,1
NUM, How many people die of tuberculosis yearly ?,1
NUM, How many people died because of a smoking problem in 1997 ?,1
NUM, How many people died in the Vietnam war ?,1
NUM, How many people died on D-Day ?,1
NUM, How many people died on South Carolina highways in 1998 ?,1
NUM, How many people died when the Estonia sank in 1994 ?,1
NUM, How many people does Honda employ in the U.S. ?,1
NUM, How many people have been Captain America ?,1
NUM," How many people have been killed in wars , armed conflicts ?",1
NUM, How many people have died of tuberculosis ?,1
NUM, How many people hike ?,1
NUM, How many people in America snore ?,1
NUM, How many people in Tucson ?,1
NUM, How many people in the USA say their number one source of information is the newspaper ?,1
NUM, How many people in the world speak French ?,1
NUM, How many people live in Chile ?,1
NUM, How many people live in Tokyo ?,1
NUM, How many people live in cities ?,1
NUM, How many people live in the Falklands ?,1
NUM, How many people lived in Nebraska in the mid 1900s ?,1
NUM," How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .",1
NUM, How many people own pets ?,1
NUM, How many people visit the Pope each month ?,1
NUM, How many people was Randy Craft convicted of killing ?,1
NUM, How many people was Randy Craft convicted of murdering ?,1
NUM, How many people watch network television ?,1
NUM, How many people were executed for Abraham Lincoln 's assassination ?,1
NUM, How many pins are used in skittles ?,1
NUM, How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?,1
NUM, How many points are there on a Backgammon board ?,1
NUM, How many points is a bullseye worth in darts ?,1
NUM, How many points is a disk in the center hole worth in Crokinole ?,1
NUM, How many points make up a perfect fivepin bowling score ?,1
NUM, How many pounds are there in a stone ?,1
NUM, How many presidents have died on the 4th of July ?,1
NUM, How many propellers helped power the plane the Wright brothers flew into history ?,1
NUM, How many quarters equal a pound ?,1
NUM, How many quarts of whole milk is needed to make one pound of butter ?,1
NUM, How many queen bees reign in a hive ?,1
NUM, How many questions are on this thing ?,1
NUM, How many questions do you have on your database ?,1
NUM, How many real fruit juices are there in a can of Hawaiian Punch ?,1
NUM, How many referees work a soccer game ?,1
NUM, How many revolutions does a standard LP make in three minutes ?,1
NUM, How many rings are there on a five-zone archery target ?,1
NUM, How many rows of sprocket holes does a roll of 35-millimeter film have ?,1
NUM, How many rows of whiskers does a cat have ?,1
NUM, How many school districts are there in the United States ?,1
NUM, How many seats does the Batmobile sport ?,1
NUM, How many shillings more than 2 were there in a guinea ?,1
NUM, How many shots can a stock M16 hold ?,1
NUM, How many sides does a heptagon have ?,1
NUM, How many sides does an obelisk have ?,1
NUM, How many small businesses are there in the U.S .,1
NUM, How many small businesses are there in the United States ?,1
NUM, How many soldiers were involved in the last Panama invasion by the United States of America ?,1
NUM, How many sonnets did Shakespeare write ?,1
NUM, How many spaces follow a period at the end of a sentence ?,1
NUM, How many spears are there on Kenya 's flag ?,1
NUM, How many species of sharks are there ?,1
NUM, How many species of the Great White shark are there ?,1
NUM, How many sperm cells are in an average ejaculation ?,1
NUM, How many square feet is Bill Gates ' home ?,1
NUM, How many stars are there in Big Dipper ?,1
NUM, How many stars are there on the Soviet Union 's flag ?,1
NUM, How many states did Richard Nixon carry in 1972 ?,1
NUM, How many states have a `` lemon law '' for new automobiles ?,1
NUM, How many states have a lottery ?,1
NUM, How many stations do you shoot from in the basketball game `` Around the World '' ?,1
NUM, How many students attend the University of Massachusetts ?,1
NUM, How many syllables are there in a line of hendecasyllabic poetry ?,1
NUM, How many teaspoons make up a tablespoon ?,1
NUM, How many teats does a female goat sport ?,1
NUM, How many tenths of the Earth 's surface lie under water ?,1
NUM, How many thousands of students attend the University of Massachusetts ?,1
NUM, How many three-letter permutations can be made from the four letters ,1
NUM, How many tiles did the Space Shuttle Columbia lose on its second flight ?,1
NUM, How many times a day does the typical person go to the bathroom ?,1
NUM, How many times a day should you take a prescription marked `` q.i.d . '' ?,1
NUM, How many times a year does the American Gourd Society publish The Gourd ?,1
NUM, How many times can a nickel-cadmium rechargeable battery be recharged ?,1
NUM, How many times does the tide ebb and flow each day ?,1
NUM, How many times has Harold Stassen announced a drive for the White House ?,1
NUM," How many times has `` Louie , Louie '' been recorded ?",1
NUM, How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,1
NUM, How many times larger than life size is the Statue of Liberty ?,1
NUM, How many times more than 3,1
NUM," How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?",1
NUM, How many trees go into paper making in a year ?,1
NUM, How many types of cheese are there in France ?,1
NUM, How many types of dogs ' tails are there - three,1
NUM, How many types of lemurs are there ?,1
NUM, How many varieties of apple are there ?,1
NUM, How many varieties of twins are there ?,1
NUM, How many verses are in the Bible ?,1
NUM, How many villi are found in the small intestine ?,1
NUM, How many visitors go to the Vatican each year ?,1
NUM, How many votes in Congress dissented from the 1941 declaration of war with Japan ?,1
NUM, How many warmup pitches does a reliever get coming into a baseball game ?,1
NUM, How many watts make a kilowatt ?,1
NUM, How many web servers are there ?,1
NUM, How many websites are there in the world ?,1
NUM, How many were in attendance at the Last Supper ?,1
NUM, How many wings does a flea have ?,1
NUM, How many wives did Brigham Young have ?,1
NUM, How many words are there in the Spanish language ?,1
NUM, How many yards are in 1 mile ?,1
NUM, How many years ago did Led Zeppelin release its last album ?,1
NUM, How many years ago did the ship Titanic sink ?,1
NUM, How many years did Shea & Gould practice law in Los Angeles ?,1
NUM, How many years did Sleeping Beauty sleep ?,1
NUM, How many years did it take James Joyce to write Ulysses ?,1
NUM, How many years do fossils take to form ?,1
NUM, How many years is Johnnie Walker Black Label aged ?,1
NUM, How many years make up a lustrum ?,1
NUM, How many years of bad luck follow breaking a mirror ?,1
NUM, How many years of schooling after highschool does it take to become a neurosurgeon ?,1
NUM, How many years old is Benny Carter ?,1
NUM, How many zeros are there in a trillion ?,1
NUM, How many zip codes are there in the U.S. ?,1
NUM, How much Coca Cola is drunk in one day in the world ?,1
NUM, How much caffeine is in a 16 oz cup of coffee ?,2
NUM, How much calcium should an adult female have daily ?,1
NUM, How much can a person be fined for having a dog on a beach ?,1
NUM, How much could you rent a Volkswagen bug for in 1966 ?,1
NUM, How much did Alaska cost when bought from Russia ?,1
NUM, How much did Lucy Van Pelt originally charge for psychiatric sessions ?,1
NUM, How much did Manchester United spend on players in 1993 ?,1
NUM, How much did Mercury spend on advertising in 1993 ?,1
NUM, How much did Varian Associates try to sell its vacuum products division to the BOC group for ?,1
NUM, How much did a McDonald 's hamburger cost in 1963 ?,1
NUM, How much did a knight 's armor weigh ?,1
NUM, How much did the Iran-Contra investigation cost ?,1
NUM, How much did the first Barbie doll sell for in 1959 ?,1
NUM, How much did the minimum wage amount to in 1991 ?,1
NUM, How much do drugs to treat tuberculosis cost ?,1
NUM, How much do tuberculosis combatting drugs cost ?,1
NUM, How much does a new railroad coal car cost ?,1
NUM, How much does a poodle weigh ?,1
NUM," How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,",1
NUM," How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",1
NUM, How much does one ton of cement cost ?,1
NUM, How much does the President get paid ?,1
NUM, How much electricity does the brain need to work ?,1
NUM, How much energy is released when oxygen and hydrogen mix ?,1
NUM, How much folic acid should a pregnant woman get each day ?,1
NUM, How much folic acid should an expectant mother get daily ?,1
NUM, How much in miles is a ten K run ?,1
NUM, How much iron is in your body ?,1
NUM, How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?,1
NUM, How much is a Canadian 1967 twenty dollar gold coin worth ?,1
NUM, How much money are Dumbo 's ears insured for ?,1
NUM, How much money can a person be fined for having a dog on a beach ?,1
NUM, How much money did the Marcos steal from their country ?,1
NUM, How much money does a back injury lawsuit get ?,1
NUM, How much money does each player get at the beginning of the game in Monopoly ?,1
NUM, How much money does the Sultan of Brunei have ?,1
NUM, How much money was the minimum wage in 1991 ?,1
NUM, How much of the earth 's surface is permanently frozen ?,1
NUM, How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?,1
NUM, How much of the silver production is manufactured by independent silversmiths ?,1
NUM, How much pizza do Americans eat in a day ?,1
NUM, How much salt is in the oceans ?,1
NUM, How much snow equals an inch of rain ?,1
NUM, How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?,1
NUM, How much time does the blinking of an eye take ?,1
